dataset,target_radius,method,seed,final_rauc
mammography,2.0000,fixed,33,0.960500
mammography,2.0000,bgr,33,0.959750
mammography,2.0000,uniform,34,0.975000
mammography,2.0000,fixed,34,0.964000
mammography,2.0000,bgr,34,0.976500
mammography,2.0000,uniform,35,0.968500
mammography,2.0000,fixed,35,0.967000
mammography,2.0000,bgr,35,0.966500
mammography,2.0000,uniform,36,0.976500
mammography,2.0000,fixed,36,0.984000
mammography,2.0000,bgr,36,0.989750
mammography,2.0000,uniform,37,0.972750
mammography,2.0000,fixed,37,0.965000
mammography,2.0000,bgr,37,0.968000
mammography,2.0000,uniform,38,0.967000
mammography,2.0000,fixed,38,0.981000
mammography,2.0000,bgr,38,0.983500
mammography,2.0000,uniform,39,0.976250
mammography,2.0000,fixed,39,0.981000
mammography,2.0000,bgr,39,0.976000
mammography,2.0000,uniform,40,0.952750
mammography,2.0000,fixed,40,0.972000
mammography,2.0000,bgr,40,0.972000
mammography,2.0000,uniform,41,0.913250
mammography,2.0000,fixed,41,0.950000
mammography,2.0000,bgr,41,0.972000
mammography,2.0000,uniform,42,0.970750
mammography,2.0000,fixed,42,0.964250
mammography,2.0000,bgr,42,0.968000
mammography,2.0000,uniform,43,0.976000
mammography,2.0000,fixed,43,0.970750
mammography,2.0000,bgr,43,0.976000
mammography,2.0000,uniform,44,0.980250
mammography,2.0000,fixed,44,0.972000
mammography,2.0000,bgr,44,0.972000
mammography,2.0000,uniform,45,0.981000
mammography,2.0000,fixed,45,0.977750
mammography,2.0000,bgr,45,0.979750
mammography,2.0000,uniform,46,0.988000
mammography,2.0000,fixed,46,0.991500
mammography,2.0000,bgr,46,0.988000
mammography,2.0000,uniform,47,0.980500
mammography,2.0000,fixed,47,0.977500
mammography,2.0000,bgr,47,0.972000
mammography,2.0000,uniform,48,0.962250
mammography,2.0000,fixed,48,0.975000
mammography,2.0000,bgr,48,0.984000
mammography,2.0000,uniform,49,0.963500
mammography,2.0000,fixed,49,0.981750
mammography,2.0000,bgr,49,0.976000
mammography,2.0000,uniform,50,0.933250
mammography,2.0000,fixed,50,0.956000
mammography,2.0000,bgr,50,0.960000
mammography,2.0000,uniform,51,0.975750
mammography,2.0000,fixed,51,0.977500
mammography,2.0000,bgr,51,0.983000
mammography,2.0000,uniform,52,0.961250
mammography,2.0000,fixed,52,0.964500
mammography,2.0000,bgr,52,0.963750
mammography,2.0000,uniform,53,0.988000
mammography,2.0000,fixed,53,0.988000
mammography,2.0000,bgr,53,0.988000
mammography,2.0000,uniform,54,0.959500
mammography,2.0000,fixed,54,0.984750
mammography,2.0000,bgr,54,0.980000
mammography,2.0000,uniform,55,0.903750
mammography,2.0000,fixed,55,0.982500
mammography,2.0000,bgr,55,0.980000
mammography,2.0000,uniform,56,0.972250
mammography,2.0000,fixed,56,0.973250
mammography,2.0000,bgr,56,0.984000
mammography,2.0000,uniform,57,0.970750
mammography,2.0000,fixed,57,0.975000
mammography,2.0000,bgr,57,0.976000
mammography,2.0000,uniform,58,0.969750
mammography,2.0000,fixed,58,0.915500
mammography,2.0000,bgr,58,0.968000
mammography,2.0000,uniform,59,0.987750
mammography,2.0000,fixed,59,0.988000
