method,seed,step,clean,rauc,median_r80
bgr_coverage,1,40.0,0.9,0.5666666666666667,3.7
bgr_coverage,1,60.0,0.9,0.5666666666666667,3.7
bgr_coverage,1,80.0,0.9,0.5666666666666667,3.7
bgr_coverage,1,100.0,0.9,0.5666666666666667,3.7
bgr_coverage,2,0.0,0.9,0.5666666666666667,3.7
bgr_coverage,2,20.0,0.9,0.5666666666666667,3.7
bgr_coverage,2,40.0,0.9,0.5666666666666667,3.7
bgr_coverage,2,60.0,0.9,0.5666666666666667,3.7
bgr_coverage,2,80.0,0.9,0.5666666666666667,3.7
bgr_coverage,2,100.0,0.9,0.5666666666666667,3.7
bgr_coverage,3,0.0,0.9,0.5666666666666667,3.7
bgr_coverage,3,20.0,0.9,0.5666666666666667,3.7
bgr_coverage,3,40.0,0.9,0.5666666666666667,3.7
bgr_coverage,3,60.0,0.9,0.5666666666666667,3.7
bgr_coverage,3,80.0,0.9,0.5666666666666667,3.7
bgr_coverage,3,100.0,0.9,0.5666666666666667,3.7
bgr,0,0.0,0.9,0.5666666666666667,3.7
bgr,0,20.0,0.9,0.5666666666666667,3.7
bgr,0,40.0,0.9,0.5666666666666667,3.7
bgr,0,60.0,0.9,0.5666666666666667,3.7
bgr,0,80.0,0.9,0.5666666666666667,3.7
bgr,0,100.0,0.9,0.5666666666666667,3.7
bgr,1,0.0,0.9,0.5666666666666667,3.7
bgr,1,20.0,0.9,0.5666666666666667,3.7
bgr,1,40.0,0.9,0.5666666666666667,3.7
bgr,1,60.0,0.9,0.5666666666666667,3.7
bgr,1,80.0,0.9,0.5666666666666667,3.7
bgr,1,100.0,0.9,0.5666666666666667,3.7
bgr,2,0.0,0.9,0.5666666666666667,3.7
bgr,2,20.0,0.9,0.5666666666666667,3.7
bgr,2,40.0,0.9,0.5666666666666667,3.7
bgr,2,60.0,0.9,0.5666666666666667,3.7
bgr,2,80.0,0.9,0.5666666666666667,3.7
bgr,2,100.0,0.9,0.5666666666666667,3.7
bgr,3,0.0,0.9,0.5666666666666667,3.7
bgr,3,20.0,0.9,0.5666666666666667,3.7
bgr,3,40.0,0.9,0.5666666666666667,3.7
bgr,3,60.0,0.9,0.5666666666666667,3.7
bgr,3,80.0,0.9,0.5666666666666667,3.7
bgr,3,100.0,0.9,0.5666666666666667,3.7
