dataset,target_radius,method,seed,final_rauc
kc1,2.0000,uniform,5,0.836750
kc1,2.0000,fixed,5,0.825500
kc1,2.0000,bgr,5,0.799750
kc1,2.0000,uniform,6,0.871500
kc1,2.0000,fixed,6,0.861500
kc1,2.0000,bgr,6,0.876500
kc1,2.0000,uniform,7,0.754250
kc1,2.0000,fixed,7,0.767250
kc1,2.0000,bgr,7,0.767750
kc1,2.0000,uniform,8,0.792500
kc1,2.0000,fixed,8,0.779250
kc1,2.0000,bgr,8,0.815000
kc1,2.0000,uniform,9,0.833250
kc1,2.0000,fixed,9,0.826750
kc1,2.0000,bgr,9,0.836000
kc1,2.0000,uniform,10,0.820000
kc1,2.0000,fixed,10,0.827250
kc1,2.0000,bgr,10,0.769500
kc1,2.0000,uniform,11,0.802500
kc1,2.0000,fixed,11,0.831000
kc1,2.0000,bgr,11,0.763250
kc1,2.0000,uniform,12,0.861500
kc1,2.0000,fixed,12,0.821250
kc1,2.0000,bgr,12,0.844000
kc1,2.0000,uniform,13,0.820500
kc1,2.0000,fixed,13,0.873500
kc1,2.0000,bgr,13,0.840000
kc1,2.0000,uniform,14,0.853750
kc1,2.0000,fixed,14,0.847750
kc1,2.0000,bgr,14,0.831750
kc1,2.0000,uniform,15,0.840500
kc1,2.0000,fixed,15,0.825250
kc1,2.0000,bgr,15,0.815750
kc1,2.0000,uniform,16,0.834250
kc1,2.0000,fixed,16,0.813250
kc1,2.0000,bgr,16,0.790750
kc1,2.0000,uniform,17,0.812500
kc1,2.0000,fixed,17,0.797250
kc1,2.0000,bgr,17,0.801750
kc1,2.0000,uniform,18,0.830250
kc1,2.0000,fixed,18,0.844750
kc1,2.0000,bgr,18,0.834250
kc1,2.0000,uniform,19,0.832250
kc1,2.0000,fixed,19,0.849750
kc1,2.0000,bgr,19,0.826500
kc1,2.0000,uniform,20,0.791750
kc1,2.0000,fixed,20,0.793750
kc1,2.0000,bgr,20,0.838750
kc1,2.0000,uniform,21,0.787500
kc1,2.0000,fixed,21,0.843250
kc1,2.0000,bgr,21,0.829750
kc1,2.0000,uniform,22,0.806250
kc1,2.0000,fixed,22,0.862750
kc1,2.0000,bgr,22,0.805750
kc1,2.0000,uniform,23,0.711000
kc1,2.0000,fixed,23,0.843250
kc1,2.0000,bgr,23,0.788750
kc1,2.0000,uniform,24,0.813000
kc1,2.0000,fixed,24,0.773500
kc1,2.0000,bgr,24,0.807000
kc1,2.0000,uniform,25,0.805250
kc1,2.0000,fixed,25,0.758500
kc1,2.0000,bgr,25,0.794000
kc1,2.0000,uniform,26,0.843500
kc1,2.0000,fixed,26,0.865750
kc1,2.0000,bgr,26,0.829500
kc1,2.0000,uniform,27,0.772000
kc1,2.0000,fixed,27,0.834250
kc1,2.0000,bgr,27,0.787000
kc1,2.0000,uniform,28,0.841250
kc1,2.0000,fixed,28,0.811000
kc1,2.0000,bgr,28,0.803500
kc1,2.0000,uniform,29,0.789250
kc1,2.0000,fixed,29,0.821750
kc1,2.0000,bgr,29,0.852000
mozilla4,2.0000,uniform,0,0.698750
mozilla4,2.0000,fixed,0,0.663250
mozilla4,2.0000,bgr,0,0.677250
mozilla4,2.0000,uniform,1,0.692750
mozilla4,2.0000,fixed,1,0.701500
mozilla4,2.0000,bgr,1,0.722500
mozilla4,2.0000,uniform,2,0.632000
mozilla4,2.0000,fixed,2,0.643000
mozilla4,2.0000,bgr,2,0.603500
mozilla4,2.0000,uniform,3,0.676000
mozilla4,2.0000,fixed,3,0.672250
mozilla4,2.0000,bgr,3,0.628500
mozilla4,2.0000,uniform,4,0.675750
mozilla4,2.0000,fixed,4,0.652250
mozilla4,2.0000,bgr,4,0.700500
mozilla4,2.0000,uniform,5,0.762250
mozilla4,2.0000,fixed,5,0.719750
mozilla4,2.0000,bgr,5,0.648500
mozilla4,2.0000,uniform,6,0.680000
mozilla4,2.0000,fixed,6,0.519250
mozilla4,2.0000,bgr,6,0.657500
mozilla4,2.0000,uniform,7,0.691500
mozilla4,2.0000,fixed,7,0.684000
mozilla4,2.0000,bgr,7,0.716500
mozilla4,2.0000,uniform,8,0.636000
mozilla4,2.0000,fixed,8,0.614750
mozilla4,2.0000,bgr,8,0.621250
mozilla4,2.0000,uniform,9,0.716000
mozilla4,2.0000,fixed,9,0.502750
mozilla4,2.0000,bgr,9,0.711750
mozilla4,2.0000,uniform,10,0.663250
mozilla4,2.0000,fixed,10,0.645000
mozilla4,2.0000,bgr,10,0.632750
mozilla4,2.0000,uniform,11,0.637500
mozilla4,2.0000,fixed,11,0.664750
mozilla4,2.0000,bgr,11,0.620000
mozilla4,2.0000,uniform,12,0.633000
mozilla4,2.0000,fixed,12,0.733500
mozilla4,2.0000,bgr,12,0.728000
mozilla4,2.0000,uniform,13,0.719750
mozilla4,2.0000,fixed,13,0.626250
mozilla4,2.0000,bgr,13,0.670250
mozilla4,2.0000,uniform,14,0.731500
mozilla4,2.0000,fixed,14,0.685750
mozilla4,2.0000,bgr,14,0.633250
mozilla4,2.0000,uniform,15,0.740750
mozilla4,2.0000,fixed,15,0.643500
mozilla4,2.0000,bgr,15,0.740750
mozilla4,2.0000,uniform,16,0.673250
mozilla4,2.0000,fixed,16,0.674000
mozilla4,2.0000,bgr,16,0.666500
mozilla4,2.0000,uniform,17,0.664250
mozilla4,2.0000,fixed,17,0.674250
mozilla4,2.0000,bgr,17,0.678250
mozilla4,2.0000,uniform,18,0.733750
mozilla4,2.0000,fixed,18,0.736500
mozilla4,2.0000,bgr,18,0.697000
mozilla4,2.0000,uniform,19,0.545750
mozilla4,2.0000,fixed,19,0.662750
mozilla4,2.0000,bgr,19,0.679250
mozilla4,2.0000,uniform,20,0.514250
mozilla4,2.0000,fixed,20,0.682500
mozilla4,2.0000,bgr,20,0.668000
mozilla4,2.0000,uniform,21,0.734250
mozilla4,2.0000,fixed,21,0.732000
mozilla4,2.0000,bgr,21,0.756750
mozilla4,2.0000,uniform,22,0.750750
mozilla4,2.0000,fixed,22,0.729500
mozilla4,2.0000,bgr,22,0.728000
mozilla4,2.0000,uniform,23,0.688000
mozilla4,2.0000,fixed,23,0.685250
mozilla4,2.0000,bgr,23,0.755000
mozilla4,2.0000,uniform,24,0.653750
mozilla4,2.0000,fixed,24,0.673750
mozilla4,2.0000,bgr,24,0.628500
mozilla4,2.0000,uniform,25,0.709750
mozilla4,2.0000,fixed,25,0.575250
mozilla4,2.0000,bgr,25,0.674750
mozilla4,2.0000,uniform,26,0.674750
mozilla4,2.0000,fixed,26,0.669250
mozilla4,2.0000,bgr,26,0.676000
mozilla4,2.0000,uniform,27,0.674250
mozilla4,2.0000,fixed,27,0.612750
mozilla4,2.0000,bgr,27,0.686250
mozilla4,2.0000,uniform,28,0.715750
mozilla4,2.0000,fixed,28,0.641250
mozilla4,2.0000,bgr,28,0.648000
mozilla4,2.0000,uniform,29,0.704000
mozilla4,2.0000,fixed,29,0.623250
mozilla4,2.0000,bgr,29,0.628000
pc1,2.0000,uniform,0,0.842750
pc1,2.0000,fixed,0,0.880250
pc1,2.0000,bgr,0,0.910000
pc1,2.0000,uniform,1,0.878500
pc1,2.0000,fixed,1,0.916500
pc1,2.0000,bgr,1,0.948250
pc1,2.0000,uniform,2,0.894250
pc1,2.0000,fixed,2,0.894250
pc1,2.0000,bgr,2,0.932000
pc1,2.0000,uniform,3,0.826250
pc1,2.0000,fixed,3,0.940500
pc1,2.0000,bgr,3,0.948000
pc1,2.0000,uniform,4,0.886000
pc1,2.0000,fixed,4,0.900000
pc1,2.0000,bgr,4,0.908000
pc1,2.0000,uniform,5,0.905500
pc1,2.0000,fixed,5,0.888750
pc1,2.0000,bgr,5,0.920500
pc1,2.0000,uniform,6,0.909750
pc1,2.0000,fixed,6,0.943500
pc1,2.0000,bgr,6,0.941000
